record_id,date,city,area_type,road_type,vehicle_count,avg_speed_kmph,congestion_level,accidents_reported,weather
1003,2025-02-11 18:00:00,Mumbai,Suburban,Street,1096,23,Medium,1,Clear
1004,2025-02-11 19:00:00,Mumbai,Urban,Street,894,22,Low,0,Fog
1005,2025-02-11 20:00:00,Hyderabad,Urban,Highway,615,36,High,1,Rain
1006,2025-02-11 21:00:00,Hyderabad,Suburban,Ring Road,1894,18,Severe,1,Clear
1007,2025-02-11 22:00:00,Bangalore,Highway,Highway,98,50,Severe,0,Fog
1008,2025-02-11 23:00:00,Chennai,Urban,Ring Road,511,57,Medium,0,Cloudy
1009,2025-02-12 00:00:00,Mumbai,Urban,Main Road,639,21,High,0,Clear
1010,2025-02-12 01:00:00,Bangalore,Highway,Street,385,19,Medium,0,Fog
1011,2025-02-12 02:00:00,Chennai,Highway,Street,1431,15,Low,0,Cloudy
1012,2025-02-12 03:00:00,Delhi,Urban,Ring Road,1195,43,Severe,1,Cloudy
1013,2025-02-12 04:00:00,Hyderabad,Highway,Highway,1517,61,Severe,0,Fog
1014,2025-02-12 05:00:00,Chennai,Urban,Street,408,50,High,0,Clear
1015,2025-02-12 06:00:00,Delhi,Highway,Ring Road,1675,15,Severe,0,Fog
1016,2025-02-12 07:00:00,Chennai,Highway,Main Road,395,11,High,0,Fog
1017,2025-02-12 08:00:00,Hyderabad,Suburban,Main Road,242,24,Medium,0,Fog
1018,2025-02-12 09:00:00,Hyderabad,Highway,Street,1489,26,Low,1,Fog
1019,2025-02-12 10:00:00,Bangalore,Suburban,Highway,1450,25,High,1,Fog
1020,2025-02-12 11:00:00,Mumbai,Highway,Ring Road,1536,37,Medium,0,Cloudy
1021,2025-02-12 12:00:00,Chennai,Urban,Street,805,81,Low,0,Fog
1022,2025-02-12 13:00:00,Chennai,Urban,Main Road,1734,19,Severe,1,Clear
1023,2025-02-12 14:00:00,Delhi,Highway,Highway,1219,19,Low,0,Rain
1024,2025-02-12 15:00:00,Hyderabad,Highway,Ring Road,527,19,Low,0,Fog
1025,2025-02-12 16:00:00,Chennai,Urban,Street,877,82,Low,1,Clear
1026,2025-02-12 17:00:00,Hyderabad,Highway,Ring Road,939,37,Severe,0,Rain
1027,2025-02-12 18:00:00,Chennai,Suburban,Highway,702,33,High,0,Clear
1028,2025-02-12 19:00:00,Bangalore,Suburban,Highway,457,28,High,1,Cloudy
1029,2025-02-12 20:00:00,Mumbai,Suburban,Main Road,335,77,Low,0,Cloudy
1030,2025-02-12 21:00:00,Chennai,Suburban,Highway,1971,65,Medium,1,Rain
1031,2025-02-12 22:00:00,Hyderabad,Suburban,Street,900,76,Medium,0,Rain
1032,2025-02-12 23:00:00,Bangalore,Highway,Ring Road,160,51,Low,0,Rain
1033,2025-02-13 00:00:00,Chennai,Highway,Highway,669,21,Low,0,Cloudy
1034,2025-02-13 01:00:00,Delhi,Suburban,Highway,1952,27,Medium,0,Cloudy
1035,2025-02-13 02:00:00,Mumbai,Highway,Street,842,32,Low,0,Clear
1036,2025-02-13 03:00:00,Chennai,Highway,Ring Road,99,15,Low,0,Cloudy
1037,2025-02-13 04:00:00,Bangalore,Suburban,Ring Road,1087,62,High,0,Rain
1038,2025-02-13 05:00:00,Delhi,Highway,Main Road,1207,51,High,0,Fog
1039,2025-02-13 06:00:00,Bangalore,Highway,Main Road,637,75,Low,0,Fog
1040,2025-02-13 07:00:00,Bangalore,Highway,Ring Road,645,39,Low,1,Rain
1041,2025-02-13 08:00:00,Delhi,Suburban,Street,1416,18,Severe,0,Cloudy
1042,2025-02-13 09:00:00,Bangalore,Highway,Street,719,51,High,0,Rain
1043,2025-02-13 10:00:00,Delhi,Urban,Main Road,1359,43,Low,1,Cloudy
1044,2025-02-13 11:00:00,Chennai,Urban,Highway,363,49,Severe,0,Fog
1045,2025-02-13 12:00:00,Delhi,Suburban,Street,655,26,Severe,1,Clear
1046,2025-02-13 13:00:00,Delhi,Urban,Highway,346,38,Severe,0,Cloudy
1047,2025-02-13 14:00:00,Mumbai,Suburban,Street,1679,59,Severe,0,Clear
1048,2025-02-13 15:00:00,Delhi,Urban,Ring Road,618,85,High,0,Fog
1049,2025-02-13 16:00:00,Delhi,Urban,Main Road,1237,58,Severe,0,Clear
1050,2025-02-13 17:00:00,Chennai,Urban,Highway,881,82,High,1,Clear
1051,2025-02-13 18:00:00,Mumbai,Suburban,Highway,1570,70,Severe,1,Rain
1052,2025-02-13 19:00:00,Hyderabad,Suburban,Ring Road,659,55,Severe,0,Clear
1053,2025-02-13 20:00:00,Chennai,Highway,Street,65,55,Medium,0,Fog
1054,2025-02-13 21:00:00,Chennai,Suburban,Highway,1417,26,High,0,Cloudy
1055,2025-02-13 22:00:00,Hyderabad,Urban,Street,1151,75,Medium,0,Clear
1056,2025-02-13 23:00:00,Delhi,Urban,Ring Road,1419,14,Medium,1,Cloudy
1057,2025-02-14 00:00:00,Bangalore,Suburban,Main Road,121,63,Severe,0,Rain
1058,2025-02-14 01:00:00,Mumbai,Suburban,Highway,319,25,High,0,Fog
1059,2025-02-14 02:00:00,Bangalore,Suburban,Street,336,16,Low,0,Fog
1060,2025-02-14 03:00:00,Hyderabad,Highway,Highway,115,17,Severe,1,Cloudy
1061,2025-02-14 04:00:00,Chennai,Urban,Street,929,81,High,0,Fog
1062,2025-02-14 05:00:00,Chennai,Highway,Street,117,47,Medium,0,Rain
1063,2025-02-14 06:00:00,Mumbai,Highway,Street,1266,63,High,0,Cloudy
1064,2025-02-14 07:00:00,Chennai,Urban,Ring Road,1128,85,Severe,0,Fog
1065,2025-02-14 08:00:00,Chennai,Urban,Main Road,1029,24,High,0,Rain
1066,2025-02-14 09:00:00,Mumbai,Suburban,Highway,1452,59,Medium,1,Rain
1067,2025-02-14 10:00:00,Mumbai,Suburban,Main Road,1023,65,High,0,Clear
1068,2025-02-14 11:00:00,Hyderabad,Highway,Street,1241,18,High,1,Fog
1069,2025-02-14 12:00:00,Chennai,Suburban,Street,1482,17,Medium,0,Cloudy
1070,2025-02-14 13:00:00,Chennai,Suburban,Main Road,557,28,Severe,1,Clear
1071,2025-02-14 14:00:00,Hyderabad,Urban,Main Road,1610,60,Low,0,Cloudy
1072,2025-02-14 15:00:00,Delhi,Urban,Highway,1716,81,Medium,0,Clear
1073,2025-02-14 16:00:00,Delhi,Suburban,Street,886,66,Medium,0,Rain
1074,2025-02-14 17:00:00,Delhi,Urban,Main Road,1175,77,Severe,0,Clear
1075,2025-02-14 18:00:00,Hyderabad,Suburban,Ring Road,935,40,Severe,0,Clear
1076,2025-02-14 19:00:00,Chennai,Urban,Street,843,12,High,1,Clear
1077,2025-02-14 20:00:00,Hyderabad,Urban,Street,1881,52,Medium,0,Fog
1078,2025-02-14 21:00:00,Hyderabad,Urban,Highway,1879,38,High,0,Clear
1079,2025-02-14 22:00:00,Delhi,Urban,Ring Road,471,19,High,0,Rain
1080,2025-02-14 23:00:00,Bangalore,Suburban,Highway,824,21,Severe,0,Cloudy
1081,2025-02-15 00:00:00,Chennai,Highway,Ring Road,527,55,Severe,2,Fog
1082,2025-02-15 01:00:00,Delhi,Urban,Highway,975,39,High,0,Rain
1083,2025-02-15 02:00:00,Bangalore,Suburban,Ring Road,169,41,Medium,0,Fog
1084,2025-02-15 03:00:00,Bangalore,Suburban,Ring Road,1988,82,Medium,1,Cloudy
1085,2025-02-15 04:00:00,Mumbai,Urban,Ring Road,1816,56,High,1,Cloudy
1086,2025-02-15 05:00:00,Chennai,Highway,Main Road,1364,72,Low,0,Cloudy
1087,2025-02-15 06:00:00,Bangalore,Urban,Street,537,35,Low,0,Fog
1088,2025-02-15 07:00:00,Delhi,Suburban,Ring Road,1234,12,Severe,0,Fog
1089,2025-02-15 08:00:00,Mumbai,Highway,Main Road,1746,32,Medium,0,Cloudy
1090,2025-02-15 09:00:00,Chennai,Suburban,Main Road,127,84,High,0,Cloudy
1091,2025-02-15 10:00:00,Hyderabad,Urban,Highway,1111,83,High,1,Rain
1092,2025-02-15 11:00:00,Delhi,Highway,Street,1467,59,Medium,0,Cloudy
1093,2025-02-15 12:00:00,Bangalore,Suburban,Street,490,45,Severe,0,Clear
1094,2025-02-15 13:00:00,Bangalore,Suburban,Highway,1613,22,Severe,0,Fog
1095,2025-02-15 14:00:00,Delhi,Suburban,Street,511,38,Low,0,Rain
1096,2025-02-15 15:00:00,Bangalore,Urban,Highway,661,47,Medium,0,Fog
1097,2025-02-15 16:00:00,Mumbai,Highway,Main Road,1367,86,Medium,0,Cloudy
1098,2025-02-15 17:00:00,Chennai,Urban,Main Road,1473,14,High,0,Clear
1099,2025-02-15 18:00:00,Mumbai,Urban,Ring Road,1709,29,Medium,0,Cloudy
1100,2025-02-15 19:00:00,Bangalore,Urban,Highway,966,87,Low,0,Fog
1101,2025-02-15 20:00:00,Hyderabad,Highway,Main Road,1165,23,Medium,0,Rain
1102,2025-02-15 21:00:00,Chennai,Urban,Main Road,1840,17,High,0,Fog
1103,2025-02-15 22:00:00,Chennai,Urban,Highway,658,57,Low,0,Rain
1104,2025-02-15 23:00:00,Delhi,Urban,Main Road,55,22,High,0,Clear
1105,2025-02-16 00:00:00,Delhi,Urban,Street,730,33,Medium,1,Cloudy
1106,2025-02-16 01:00:00,Hyderabad,Suburban,Main Road,944,88,Severe,0,Cloudy
1107,2025-02-16 02:00:00,Chennai,Urban,Highway,320,74,Medium,0,Clear
1108,2025-02-16 03:00:00,Hyderabad,Suburban,Street,1693,43,Medium,0,Fog
1109,2025-02-16 04:00:00,Delhi,Urban,Street,1972,60,High,0,Clear
1110,2025-02-16 05:00:00,Delhi,Highway,Main Road,860,12,Severe,1,Cloudy
1111,2025-02-16 06:00:00,Chennai,Suburban,Ring Road,608,87,Medium,0,Rain
1112,2025-02-16 07:00:00,Mumbai,Suburban,Street,148,67,Low,0,Cloudy
1113,2025-02-16 08:00:00,Bangalore,Suburban,Highway,575,81,Low,2,Fog
1114,2025-02-16 09:00:00,Delhi,Suburban,Ring Road,243,64,High,0,Rain
1115,2025-02-16 10:00:00,Delhi,Highway,Ring Road,1230,89,High,0,Fog
1116,2025-02-16 11:00:00,Mumbai,Urban,Street,1973,51,Severe,0,Cloudy
1117,2025-02-16 12:00:00,Mumbai,Suburban,Main Road,1739,30,High,0,Cloudy
1118,2025-02-16 13:00:00,Hyderabad,Highway,Ring Road,1188,19,Severe,0,Rain
1119,2025-02-16 14:00:00,Hyderabad,Suburban,Main Road,445,66,Medium,0,Fog
1120,2025-02-16 15:00:00,Bangalore,Urban,Street,819,34,Low,2,Rain
1121,2025-02-16 16:00:00,Bangalore,Suburban,Highway,1730,65,Low,0,Rain
1122,2025-02-16 17:00:00,Chennai,Highway,Ring Road,1876,47,Low,0,Fog
1123,2025-02-16 18:00:00,Hyderabad,Urban,Highway,1073,70,High,0,Rain
1124,2025-02-16 19:00:00,Delhi,Highway,Main Road,1595,56,High,1,Clear
1125,2025-02-16 20:00:00,Hyderabad,Urban,Main Road,929,63,Medium,0,Rain
1126,2025-02-16 21:00:00,Delhi,Urban,Highway,1287,55,High,0,Cloudy
1127,2025-02-16 22:00:00,Mumbai,Urban,Street,794,77,Severe,0,Fog
1128,2025-02-16 23:00:00,Hyderabad,Suburban,Street,732,13,Low,0,Cloudy
1129,2025-02-17 00:00:00,Mumbai,Highway,Ring Road,1606,75,Medium,1,Clear
1130,2025-02-17 01:00:00,Bangalore,Highway,Ring Road,64,52,Severe,0,Clear
1131,2025-02-17 02:00:00,Bangalore,Highway,Street,1492,71,Severe,2,Rain
1132,2025-02-17 03:00:00,Chennai,Urban,Street,417,13,High,0,Cloudy
1133,2025-02-17 04:00:00,Hyderabad,Suburban,Highway,687,74,High,0,Rain
1134,2025-02-17 05:00:00,Mumbai,Urban,Main Road,902,71,Low,0,Rain
1135,2025-02-17 06:00:00,Delhi,Highway,Main Road,1926,11,Medium,0,Cloudy
1136,2025-02-17 07:00:00,Bangalore,Suburban,Ring Road,1286,18,Severe,0,Clear
1137,2025-02-17 08:00:00,Bangalore,Suburban,Street,749,66,High,0,Clear
1138,2025-02-17 09:00:00,Delhi,Suburban,Highway,1757,54,High,0,Clear
1139,2025-02-17 10:00:00,Mumbai,Highway,Ring Road,1832,27,Medium,0,Fog
1140,2025-02-17 11:00:00,Mumbai,Suburban,Highway,54,57,Medium,0,Fog
1141,2025-02-17 12:00:00,Hyderabad,Suburban,Street,280,51,High,0,Rain
1142,2025-02-17 13:00:00,Hyderabad,Urban,Street,1274,50,High,0,Fog
1143,2025-02-17 14:00:00,Chennai,Urban,Street,1958,84,Low,0,Fog
1144,2025-02-17 15:00:00,Bangalore,Suburban,Main Road,1475,67,Medium,0,Cloudy
1145,2025-02-17 16:00:00,Hyderabad,Suburban,Street,1222,51,Severe,1,Rain
1146,2025-02-17 17:00:00,Mumbai,Urban,Ring Road,1657,44,High,0,Rain
1147,2025-02-17 18:00:00,Delhi,Urban,Main Road,1565,47,High,0,Cloudy
1148,2025-02-17 19:00:00,Mumbai,Urban,Highway,1061,76,High,0,Clear
1149,2025-02-17 20:00:00,Bangalore,Highway,Ring Road,1299,50,High,0,Cloudy
1150,2025-02-17 21:00:00,Mumbai,Highway,Ring Road,635,59,Low,0,Clear
1151,2025-02-17 22:00:00,Chennai,Urban,Highway,1892,81,Medium,1,Rain
1152,2025-02-17 23:00:00,Bangalore,Suburban,Main Road,218,88,High,0,Rain
1153,2025-02-18 00:00:00,Delhi,Urban,Ring Road,810,54,Medium,0,Fog
1154,2025-02-18 01:00:00,Chennai,Highway,Ring Road,841,80,Severe,0,Fog
1155,2025-02-18 02:00:00,Bangalore,Suburban,Ring Road,1049,28,Severe,0,Cloudy
1156,2025-02-18 03:00:00,Delhi,Highway,Main Road,201,26,Severe,0,Fog
1157,2025-02-18 04:00:00,Chennai,Suburban,Main Road,1065,74,Severe,1,Rain
1158,2025-02-18 05:00:00,Chennai,Highway,Main Road,273,86,Medium,0,Rain
1159,2025-02-18 06:00:00,Bangalore,Suburban,Ring Road,553,65,Severe,0,Clear
1160,2025-02-18 07:00:00,Hyderabad,Suburban,Street,1810,50,Severe,1,Fog
1161,2025-02-18 08:00:00,Chennai,Suburban,Highway,1623,51,High,1,Clear
1162,2025-02-18 09:00:00,Chennai,Suburban,Street,93,15,High,2,Rain
1163,2025-02-18 10:00:00,Delhi,Highway,Main Road,746,78,High,0,Fog
1164,2025-02-18 11:00:00,Mumbai,Highway,Ring Road,553,84,Low,0,Clear
1165,2025-02-18 12:00:00,Bangalore,Suburban,Ring Road,1314,82,High,0,Rain
1166,2025-02-18 13:00:00,Bangalore,Suburban,Street,979,49,Severe,0,Clear
1167,2025-02-18 14:00:00,Hyderabad,Highway,Street,892,50,Medium,0,Fog
1168,2025-02-18 15:00:00,Hyderabad,Suburban,Highway,400,18,Severe,0,Clear
1169,2025-02-18 16:00:00,Bangalore,Suburban,Ring Road,1795,17,Medium,0,Clear
1170,2025-02-18 17:00:00,Hyderabad,Suburban,Street,72,53,Severe,0,Rain
1171,2025-02-18 18:00:00,Delhi,Urban,Highway,1709,67,Low,0,Fog
1172,2025-02-18 19:00:00,Bangalore,Suburban,Main Road,647,76,High,1,Cloudy
1173,2025-02-18 20:00:00,Hyderabad,Urban,Street,1116,22,Severe,0,Cloudy
1174,2025-02-18 21:00:00,Bangalore,Suburban,Main Road,515,28,High,0,Clear
1175,2025-02-18 22:00:00,Mumbai,Highway,Highway,89,58,Low,0,Rain
1176,2025-02-18 23:00:00,Chennai,Urban,Main Road,352,89,Low,0,Fog
1177,2025-02-19 00:00:00,Bangalore,Urban,Ring Road,1754,87,High,0,Rain
1178,2025-02-19 01:00:00,Chennai,Suburban,Ring Road,224,39,High,1,Fog
1179,2025-02-19 02:00:00,Hyderabad,Suburban,Main Road,1048,75,Medium,1,Rain
1180,2025-02-19 03:00:00,Chennai,Urban,Ring Road,1605,86,High,0,Cloudy
1181,2025-02-19 04:00:00,Bangalore,Highway,Highway,1534,68,High,0,Cloudy
1182,2025-02-19 05:00:00,Mumbai,Highway,Ring Road,670,62,Medium,1,Cloudy
1183,2025-02-19 06:00:00,Hyderabad,Suburban,Main Road,1266,61,Severe,1,Rain
1184,2025-02-19 07:00:00,Bangalore,Highway,Main Road,293,40,Medium,0,Rain
1185,2025-02-19 08:00:00,Hyderabad,Highway,Main Road,885,24,Severe,0,Clear
1186,2025-02-19 09:00:00,Delhi,Suburban,Street,329,29,Severe,0,Cloudy
1187,2025-02-19 10:00:00,Chennai,Highway,Main Road,1813,14,Severe,0,Clear
1188,2025-02-19 11:00:00,Delhi,Suburban,Highway,1109,16,Medium,0,Rain
1189,2025-02-19 12:00:00,Bangalore,Urban,Ring Road,606,27,Medium,0,Fog
1190,2025-02-19 13:00:00,Mumbai,Suburban,Ring Road,947,65,Low,0,Cloudy
1191,2025-02-19 14:00:00,Hyderabad,Urban,Street,1613,84,Severe,0,Cloudy
1192,2025-02-19 15:00:00,Chennai,Urban,Street,1227,54,Medium,0,Cloudy
1193,2025-02-19 16:00:00,Hyderabad,Highway,Highway,1096,37,Low,0,Cloudy
1194,2025-02-19 17:00:00,Bangalore,Highway,Main Road,768,59,Severe,0,Cloudy
1195,2025-02-19 18:00:00,Hyderabad,Highway,Street,981,11,Medium,1,Rain
1196,2025-02-19 19:00:00,Chennai,Suburban,Ring Road,140,77,Medium,0,Cloudy
1197,2025-02-19 20:00:00,Bangalore,Highway,Street,439,86,Medium,0,Cloudy
1198,2025-02-19 21:00:00,Hyderabad,Urban,Street,1432,33,High,0,Clear
1199,2025-02-19 22:00:00,Mumbai,Highway,Main Road,599,57,Low,1,Fog
1200,2025-02-19 23:00:00,Bangalore,Highway,Street,980,54,Medium,0,Cloudy
1201,2025-02-20 00:00:00,Bangalore,Suburban,Highway,1301,67,High,1,Clear
1202,2025-02-20 01:00:00,Mumbai,Suburban,Ring Road,1275,45,Low,0,Rain
1203,2025-02-20 02:00:00,Delhi,Urban,Main Road,1423,11,Low,2,Clear
1204,2025-02-20 03:00:00,Chennai,Suburban,Ring Road,1894,27,High,0,Cloudy
1205,2025-02-20 04:00:00,Delhi,Highway,Highway,1839,58,Low,0,Clear
1206,2025-02-20 05:00:00,Hyderabad,Suburban,Highway,1111,17,High,1,Clear
1207,2025-02-20 06:00:00,Mumbai,Urban,Street,782,67,Severe,0,Rain
1208,2025-02-20 07:00:00,Delhi,Highway,Street,549,24,Medium,0,Clear
1209,2025-02-20 08:00:00,Bangalore,Urban,Street,1772,26,High,2,Rain
1210,2025-02-20 09:00:00,Hyderabad,Suburban,Ring Road,1116,32,Low,0,Rain
1211,2025-02-20 10:00:00,Hyderabad,Suburban,Highway,920,75,Low,0,Clear
1212,2025-02-20 11:00:00,Delhi,Urban,Main Road,1699,79,Severe,0,Cloudy
1213,2025-02-20 12:00:00,Delhi,Highway,Street,1845,36,Severe,0,Fog
1214,2025-02-20 13:00:00,Mumbai,Suburban,Ring Road,566,46,Severe,0,Clear
1215,2025-02-20 14:00:00,Chennai,Suburban,Street,117,58,Severe,2,Clear
1216,2025-02-20 15:00:00,Delhi,Highway,Highway,1813,73,Severe,1,Clear
1217,2025-02-20 16:00:00,Delhi,Suburban,Main Road,172,43,Medium,0,Fog
1218,2025-02-20 17:00:00,Bangalore,Urban,Highway,1758,27,High,1,Fog
1219,2025-02-20 18:00:00,Hyderabad,Suburban,Ring Road,385,73,Severe,1,Rain
1220,2025-02-20 19:00:00,Chennai,Suburban,Street,1226,83,Severe,1,Fog
1221,2025-02-20 20:00:00,Bangalore,Highway,Highway,1023,53,Medium,0,Fog
1222,2025-02-20 21:00:00,Mumbai,Urban,Ring Road,828,26,High,0,Clear
1223,2025-02-20 22:00:00,Mumbai,Highway,Street,1742,68,Severe,0,Rain
1224,2025-02-20 23:00:00,Delhi,Suburban,Main Road,1235,22,High,0,Cloudy
1225,2025-02-21 00:00:00,Delhi,Suburban,Highway,1287,61,High,0,Rain
1226,2025-02-21 01:00:00,Mumbai,Highway,Street,1983,69,Medium,1,Fog
1227,2025-02-21 02:00:00,Delhi,Highway,Street,1449,51,Medium,2,Fog
1228,2025-02-21 03:00:00,Chennai,Highway,Street,1993,73,Severe,0,Clear
1229,2025-02-21 04:00:00,Delhi,Urban,Street,1516,75,Low,1,Cloudy
1230,2025-02-21 05:00:00,Hyderabad,Suburban,Highway,472,43,Medium,0,Cloudy
1231,2025-02-21 06:00:00,Delhi,Highway,Street,1611,80,High,0,Cloudy
1232,2025-02-21 07:00:00,Bangalore,Suburban,Ring Road,988,73,High,0,Fog
1233,2025-02-21 08:00:00,Chennai,Urban,Highway,853,42,Severe,1,Fog
1234,2025-02-21 09:00:00,Bangalore,Urban,Street,1774,21,Severe,1,Rain
1235,2025-02-21 10:00:00,Bangalore,Urban,Highway,1985,85,Severe,0,Fog
1236,2025-02-21 11:00:00,Hyderabad,Urban,Ring Road,683,28,High,1,Cloudy
1237,2025-02-21 12:00:00,Chennai,Suburban,Ring Road,1303,18,Medium,0,Cloudy
1238,2025-02-21 13:00:00,Chennai,Urban,Highway,1132,83,Low,0,Cloudy
1239,2025-02-21 14:00:00,Chennai,Urban,Street,145,26,Medium,1,Clear
1240,2025-02-21 15:00:00,Chennai,Highway,Street,1335,59,Low,0,Rain
1241,2025-02-21 16:00:00,Chennai,Urban,Ring Road,403,48,Medium,0,Rain
1242,2025-02-21 17:00:00,Hyderabad,Highway,Street,1385,50,Severe,0,Fog
1243,2025-02-21 18:00:00,Delhi,Urban,Ring Road,1209,19,High,0,Clear
1244,2025-02-21 19:00:00,Bangalore,Urban,Street,1935,21,Low,1,Rain
1245,2025-02-21 20:00:00,Chennai,Highway,Ring Road,1868,88,Medium,1,Clear
1246,2025-02-21 21:00:00,Delhi,Urban,Main Road,1016,24,High,0,Clear
1247,2025-02-21 22:00:00,Delhi,Suburban,Street,972,37,Low,1,Fog
1248,2025-02-21 23:00:00,Bangalore,Suburban,Street,522,13,Low,0,Clear
1249,2025-02-22 00:00:00,Hyderabad,Urban,Street,1705,45,High,1,Rain
1250,2025-02-22 01:00:00,Mumbai,Suburban,Highway,479,74,Severe,1,Fog
1251,2025-02-22 02:00:00,Mumbai,Highway,Street,1024,56,High,0,Rain
1252,2025-02-22 03:00:00,Delhi,Urban,Highway,586,48,Severe,1,Clear
1253,2025-02-22 04:00:00,Bangalore,Urban,Highway,1927,47,Medium,0,Clear
1254,2025-02-22 05:00:00,Mumbai,Highway,Ring Road,1219,53,Medium,0,Cloudy
1255,2025-02-22 06:00:00,Delhi,Highway,Highway,1597,60,High,0,Fog
1256,2025-02-22 07:00:00,Hyderabad,Highway,Highway,136,35,Severe,0,Fog
1257,2025-02-22 08:00:00,Mumbai,Urban,Main Road,158,45,Medium,0,Cloudy
1258,2025-02-22 09:00:00,Delhi,Highway,Street,1496,78,Severe,0,Rain
1259,2025-02-22 10:00:00,Delhi,Highway,Highway,1418,10,Severe,0,Rain
1260,2025-02-22 11:00:00,Chennai,Suburban,Street,1339,62,Severe,0,Clear
1261,2025-02-22 12:00:00,Hyderabad,Suburban,Highway,1807,15,High,0,Fog
1262,2025-02-22 13:00:00,Chennai,Urban,Ring Road,1659,46,Severe,0,Clear
1263,2025-02-22 14:00:00,Bangalore,Suburban,Main Road,1043,11,High,0,Cloudy
1264,2025-02-22 15:00:00,Chennai,Suburban,Highway,1567,78,Medium,1,Clear
1265,2025-02-22 16:00:00,Chennai,Highway,Street,1406,50,Medium,0,Rain
1266,2025-02-22 17:00:00,Mumbai,Highway,Ring Road,871,60,Low,0,Rain
1267,2025-02-22 18:00:00,Delhi,Suburban,Street,1486,56,Low,0,Cloudy
1268,2025-02-22 19:00:00,Hyderabad,Suburban,Ring Road,1687,22,Medium,0,Rain
1269,2025-02-22 20:00:00,Chennai,Suburban,Main Road,986,85,Severe,1,Cloudy
1270,2025-02-22 21:00:00,Hyderabad,Urban,Ring Road,1054,78,Severe,0,Fog
1271,2025-02-22 22:00:00,Chennai,Urban,Street,698,75,Medium,0,Cloudy
1272,2025-02-22 23:00:00,Bangalore,Urban,Street,240,68,Medium,0,Cloudy
1273,2025-02-23 00:00:00,Chennai,Suburban,Highway,982,77,Low,0,Cloudy
1274,2025-02-23 01:00:00,Mumbai,Suburban,Ring Road,191,68,Severe,0,Rain
1275,2025-02-23 02:00:00,Delhi,Urban,Street,1942,19,Medium,1,Fog
1276,2025-02-23 03:00:00,Bangalore,Urban,Highway,1146,22,Low,0,Clear
1277,2025-02-23 04:00:00,Chennai,Suburban,Main Road,889,11,Low,0,Fog
1278,2025-02-23 05:00:00,Hyderabad,Highway,Street,1240,24,Severe,0,Rain
1279,2025-02-23 06:00:00,Bangalore,Urban,Highway,217,55,Low,0,Fog
1280,2025-02-23 07:00:00,Bangalore,Suburban,Street,615,66,Low,1,Fog
1281,2025-02-23 08:00:00,Chennai,Suburban,Ring Road,1332,19,High,0,Cloudy
1282,2025-02-23 09:00:00,Bangalore,Highway,Highway,1512,31,Medium,0,Cloudy
1283,2025-02-23 10:00:00,Hyderabad,Suburban,Ring Road,1184,88,Severe,0,Rain
1284,2025-02-23 11:00:00,Bangalore,Suburban,Main Road,793,86,Medium,0,Cloudy
1285,2025-02-23 12:00:00,Hyderabad,Urban,Ring Road,722,17,High,1,Rain
1286,2025-02-23 13:00:00,Chennai,Urban,Highway,913,30,Severe,0,Clear
1287,2025-02-23 14:00:00,Delhi,Highway,Street,888,31,Medium,0,Fog
1288,2025-02-23 15:00:00,Bangalore,Highway,Highway,580,54,Low,0,Clear
1289,2025-02-23 16:00:00,Delhi,Suburban,Ring Road,1363,49,Severe,0,Clear
1290,2025-02-23 17:00:00,Hyderabad,Urban,Ring Road,1023,31,High,0,Fog
1291,2025-02-23 18:00:00,Bangalore,Highway,Street,611,39,Low,0,Cloudy
1292,2025-02-23 19:00:00,Mumbai,Highway,Main Road,1583,71,High,0,Clear
1293,2025-02-23 20:00:00,Delhi,Highway,Highway,224,82,Low,0,Fog
1294,2025-02-23 21:00:00,Bangalore,Suburban,Street,351,54,Medium,0,Clear
1295,2025-02-23 22:00:00,Delhi,Urban,Street,1769,44,Medium,0,Clear
1296,2025-02-23 23:00:00,Bangalore,Highway,Street,234,51,Medium,0,Fog
1297,2025-02-24 00:00:00,Chennai,Urban,Highway,1412,14,High,0,Cloudy
1298,2025-02-24 01:00:00,Delhi,Highway,Highway,559,36,Severe,0,Rain
1299,2025-02-24 02:00:00,Mumbai,Highway,Highway,868,79,Medium,1,Fog
1300,2025-02-24 03:00:00,Mumbai,Urban,Main Road,1383,71,High,0,Rain
1301,2025-02-24 04:00:00,Hyderabad,Urban,Street,1580,41,Low,0,Fog
1302,2025-02-24 05:00:00,Bangalore,Urban,Ring Road,1419,17,Medium,0,Fog
1303,2025-02-24 06:00:00,Delhi,Suburban,Ring Road,1154,27,Low,1,Rain
1304,2025-02-24 07:00:00,Hyderabad,Highway,Street,1447,87,Medium,1,Rain
1305,2025-02-24 08:00:00,Delhi,Suburban,Ring Road,205,24,Low,0,Cloudy
1306,2025-02-24 09:00:00,Bangalore,Urban,Main Road,836,35,High,1,Fog
1307,2025-02-24 10:00:00,Mumbai,Highway,Main Road,844,62,Medium,1,Fog
1308,2025-02-24 11:00:00,Chennai,Suburban,Highway,481,53,High,1,Fog
1309,2025-02-24 12:00:00,Mumbai,Highway,Highway,1573,41,High,0,Cloudy
1310,2025-02-24 13:00:00,Hyderabad,Suburban,Highway,810,37,Low,1,Rain
1311,2025-02-24 14:00:00,Chennai,Urban,Highway,196,48,Medium,0,Fog
1312,2025-02-24 15:00:00,Hyderabad,Suburban,Highway,530,41,Severe,1,Rain
1313,2025-02-24 16:00:00,Bangalore,Highway,Ring Road,484,86,Severe,0,Cloudy
